id,title,author,text,label
94,Retail Sales Rise Unexpectedly in May Indicating Strong Economy - ID 94,Reporter 15,"Federal Reserve Chairman Jerome Powell announced that the central bank will maintain its benchmark interest rate at current levels. Citing stable job growth and CPI numbers indicating cooling inflation, Powell advised that rate cuts remain on the table later this year depending on incoming economic data.",0
95,NASA's Artemis III Mission Announces Astronaut Crew for Moon Landing - ID 95,Reporter 16,"In an electric performance, Lionel Messi scored twice and assisted a third goal to lead Inter Miami to victory. The match, which drew a record crowd of seventy thousand fans, marks the club's first major trophy since the restructuring of its tactical staff last winter.",0
96,Senate Passes Landmark Infrastructure Bill with Bipartisan Support - ID 96,Reporter 8,Apple Inc. announced its latest silicon chips today during a keynote event at Cupertino. The new M4 Pro architecture features dedicated hardware accelerators for large language models. Experts note this move places Apple at the forefront of local machine-learning computation on personal computers. Shipments are expected to begin early next month.,0
97,Microsoft Announces Partnership to Enhance Cyber Defense Infrastructure - ID 97,Reporter 7,"In an electric performance, Lionel Messi scored twice and assisted a third goal to lead Inter Miami to victory. The match, which drew a record crowd of seventy thousand fans, marks the club's first major trophy since the restructuring of its tactical staff last winter.",0
98,Retail Sales Rise Unexpectedly in May Indicating Strong Economy - ID 98,Reporter 26,"In an electric performance, Lionel Messi scored twice and assisted a third goal to lead Inter Miami to victory. The match, which drew a record crowd of seventy thousand fans, marks the club's first major trophy since the restructuring of its tactical staff last winter.",0
99,SHOCK REPORT: Secret Labs Found Processing Alien DNA in Underground Facilities - ID 99,Anonymous Source,A controversial study published on a wellness blog claims that popular green vegetables contain hidden chemicals designed to disrupt human cells. The author advises readers to swap fresh green vegetables for synthetic nutrient pills manufactured by his company. State regulators have filed a warning against these claims.,1
100,ALERT: Major Banks to Wipe Out All Customer Balances by Midnight - ID 100,Anonymous Source,"A leaked intelligence document reveals a massive operation involving underground facilities. According to anonymous sources within the department, scientists have successfully integrated foreign genetic material into local crop cycles. Critics claim the media is keeping quiet to avoid global panic, but whistleblowers suggest the experiment has been running since 1998.",1
101,Federal Reserve Keeps Interest Rates Steady Amid Cooling Inflation - ID 101,Reporter 14,"The World Health Organization has officially cleared a breakthrough malaria vaccine for pediatric use. After successful Phase III clinical trials involving over ten thousand children, the vaccine proved to be 78% effective at preventing severe infections. Health ministers across sub-Saharan Africa welcomed the announcement.",0
102,Senate Passes Landmark Infrastructure Bill with Bipartisan Support - ID 102,Reporter 29,"In a major legislative victory, the Senate has passed a sweeping infrastructure bill yesterday. The legislation, which was approved with a 68-32 bipartisan vote, earmarks billions of dollars for highway improvements, clean water initiatives, and high-speed broadband expansion. 'This is a historic investment in our nation's future,' the President remarked during a press conference.",0
103,BREAKING: Area 51 Opens Gates to Public Following Unprecedented Hack - ID 103,Anonymous Source,"A leaked intelligence document reveals a massive operation involving underground facilities. According to anonymous sources within the department, scientists have successfully integrated foreign genetic material into local crop cycles. Critics claim the media is keeping quiet to avoid global panic, but whistleblowers suggest the experiment has been running since 1998.",1
104,Apple Unveils M4 Pro Chips with Next-Generation AI Engines - ID 104,Reporter 5,"In a major legislative victory, the Senate has passed a sweeping infrastructure bill yesterday. The legislation, which was approved with a 68-32 bipartisan vote, earmarks billions of dollars for highway improvements, clean water initiatives, and high-speed broadband expansion. 'This is a historic investment in our nation's future,' the President remarked during a press conference.",0
105,Retail Sales Rise Unexpectedly in May Indicating Strong Economy - ID 105,Reporter 26,Apple Inc. announced its latest silicon chips today during a keynote event at Cupertino. The new M4 Pro architecture features dedicated hardware accelerators for large language models. Experts note this move places Apple at the forefront of local machine-learning computation on personal computers. Shipments are expected to begin early next month.,0
106,ALERT: Major Banks to Wipe Out All Customer Balances by Midnight - ID 106,Anonymous Source,"A leaked intelligence document reveals a massive operation involving underground facilities. According to anonymous sources within the department, scientists have successfully integrated foreign genetic material into local crop cycles. Critics claim the media is keeping quiet to avoid global panic, but whistleblowers suggest the experiment has been running since 1998.",1
107,NASA's Artemis III Mission Announces Astronaut Crew for Moon Landing - ID 107,Reporter 8,"In an electric performance, Lionel Messi scored twice and assisted a third goal to lead Inter Miami to victory. The match, which drew a record crowd of seventy thousand fans, marks the club's first major trophy since the restructuring of its tactical staff last winter.",0
108,Retail Sales Rise Unexpectedly in May Indicating Strong Economy - ID 108,Reporter 11,"Federal Reserve Chairman Jerome Powell announced that the central bank will maintain its benchmark interest rate at current levels. Citing stable job growth and CPI numbers indicating cooling inflation, Powell advised that rate cuts remain on the table later this year depending on incoming economic data.",0
109,Newly Discovered Document Proves Shakespeare Was Actually a Time Traveler - ID 109,Anonymous Source,"Astronomers at a private observatory have sounded the alarm on an incoming celestial body. Despite official space agency statements claiming the object will pass harmlessly, independent experts suggest a total direct impact is inevitable by next Tuesday. Stock up on supplies immediately before markets close.",1
110,Retail Sales Rise Unexpectedly in May Indicating Strong Economy - ID 110,Reporter 24,"Federal Reserve Chairman Jerome Powell announced that the central bank will maintain its benchmark interest rate at current levels. Citing stable job growth and CPI numbers indicating cooling inflation, Powell advised that rate cuts remain on the table later this year depending on incoming economic data.",0
111,Scientists Reveal: Water on Mars Actually Tastes Like Lemon Juice - ID 111,Anonymous Source,"Astronomers at a private observatory have sounded the alarm on an incoming celestial body. Despite official space agency statements claiming the object will pass harmlessly, independent experts suggest a total direct impact is inevitable by next Tuesday. Stock up on supplies immediately before markets close.",1
112,WHO Approves New Malaria Vaccine for Distribution in Africa - ID 112,Reporter 9,"In an electric performance, Lionel Messi scored twice and assisted a third goal to lead Inter Miami to victory. The match, which drew a record crowd of seventy thousand fans, marks the club's first major trophy since the restructuring of its tactical staff last winter.",0
113,WHO Approves New Malaria Vaccine for Distribution in Africa - ID 113,Reporter 1,"In a major legislative victory, the Senate has passed a sweeping infrastructure bill yesterday. The legislation, which was approved with a 68-32 bipartisan vote, earmarks billions of dollars for highway improvements, clean water initiatives, and high-speed broadband expansion. 'This is a historic investment in our nation's future,' the President remarked during a press conference.",0
114,Apple Unveils M4 Pro Chips with Next-Generation AI Engines - ID 114,Reporter 5,Apple Inc. announced its latest silicon chips today during a keynote event at Cupertino. The new M4 Pro architecture features dedicated hardware accelerators for large language models. Experts note this move places Apple at the forefront of local machine-learning computation on personal computers. Shipments are expected to begin early next month.,0
115,Leaked Audio: Famous Actor Admits to Being a Hologram Controlled by AI - ID 115,Anonymous Source,"Astronomers at a private observatory have sounded the alarm on an incoming celestial body. Despite official space agency statements claiming the object will pass harmlessly, independent experts suggest a total direct impact is inevitable by next Tuesday. Stock up on supplies immediately before markets close.",1
116,BREAKING: Area 51 Opens Gates to Public Following Unprecedented Hack - ID 116,Anonymous Source,"In a shocking development, leaked emails suggest a tech billionaire is currently negotiating the purchase of sovereign land in the Mediterranean. The reports claim he plans to establish a private zone free from data privacy regulations. Officials have not commented on the authenticity of the emails.",1
117,Retail Sales Rise Unexpectedly in May Indicating Strong Economy - ID 117,Reporter 8,"In a major legislative victory, the Senate has passed a sweeping infrastructure bill yesterday. The legislation, which was approved with a 68-32 bipartisan vote, earmarks billions of dollars for highway improvements, clean water initiatives, and high-speed broadband expansion. 'This is a historic investment in our nation's future,' the President remarked during a press conference.",0
118,Leaked Audio: Famous Actor Admits to Being a Hologram Controlled by AI - ID 118,Anonymous Source,"In a shocking development, leaked emails suggest a tech billionaire is currently negotiating the purchase of sovereign land in the Mediterranean. The reports claim he plans to establish a private zone free from data privacy regulations. Officials have not commented on the authenticity of the emails.",1
119,NASA Confirms Giant Asteroid Will Wipe Out Earth Next Tuesday (NASA Tries to Hide It!) - ID 119,Anonymous Source,"A leaked intelligence document reveals a massive operation involving underground facilities. According to anonymous sources within the department, scientists have successfully integrated foreign genetic material into local crop cycles. Critics claim the media is keeping quiet to avoid global panic, but whistleblowers suggest the experiment has been running since 1998.",1
120,BREAKING: Area 51 Opens Gates to Public Following Unprecedented Hack - ID 120,Anonymous Source,"A leaked intelligence document reveals a massive operation involving underground facilities. According to anonymous sources within the department, scientists have successfully integrated foreign genetic material into local crop cycles. Critics claim the media is keeping quiet to avoid global panic, but whistleblowers suggest the experiment has been running since 1998.",1
121,Newly Discovered Document Proves Shakespeare Was Actually a Time Traveler - ID 121,Anonymous Source,"A leaked intelligence document reveals a massive operation involving underground facilities. According to anonymous sources within the department, scientists have successfully integrated foreign genetic material into local crop cycles. Critics claim the media is keeping quiet to avoid global panic, but whistleblowers suggest the experiment has been running since 1998.",1
122,NASA's Artemis III Mission Announces Astronaut Crew for Moon Landing - ID 122,Reporter 24,Apple Inc. announced its latest silicon chips today during a keynote event at Cupertino. The new M4 Pro architecture features dedicated hardware accelerators for large language models. Experts note this move places Apple at the forefront of local machine-learning computation on personal computers. Shipments are expected to begin early next month.,0
123,Retail Sales Rise Unexpectedly in May Indicating Strong Economy - ID 123,Reporter 25,"Federal Reserve Chairman Jerome Powell announced that the central bank will maintain its benchmark interest rate at current levels. Citing stable job growth and CPI numbers indicating cooling inflation, Powell advised that rate cuts remain on the table later this year depending on incoming economic data.",0
124,Microsoft Announces Partnership to Enhance Cyber Defense Infrastructure - ID 124,Reporter 12,"The World Health Organization has officially cleared a breakthrough malaria vaccine for pediatric use. After successful Phase III clinical trials involving over ten thousand children, the vaccine proved to be 78% effective at preventing severe infections. Health ministers across sub-Saharan Africa welcomed the announcement.",0
125,Doctors Warn: Eating Broccoli Could Turn Your Immune System Against You - ID 125,Anonymous Source,"A shocking new report circulating on social media claims that recent shifts in storm patterns were fully artificial. Analysts claim that weather-altering lasers mounted on communication arrays were activated during the primary elections. While official spokesmen denied the claims, local online activists say they have raw frequency logs.",1
126,WHO Approves New Malaria Vaccine for Distribution in Africa - ID 126,Reporter 29,"The World Health Organization has officially cleared a breakthrough malaria vaccine for pediatric use. After successful Phase III clinical trials involving over ten thousand children, the vaccine proved to be 78% effective at preventing severe infections. Health ministers across sub-Saharan Africa welcomed the announcement.",0
127,WHO Approves New Malaria Vaccine for Distribution in Africa - ID 127,Reporter 17,Apple Inc. announced its latest silicon chips today during a keynote event at Cupertino. The new M4 Pro architecture features dedicated hardware accelerators for large language models. Experts note this move places Apple at the forefront of local machine-learning computation on personal computers. Shipments are expected to begin early next month.,0
128,NASA Confirms Giant Asteroid Will Wipe Out Earth Next Tuesday (NASA Tries to Hide It!) - ID 128,Anonymous Source,"Astronomers at a private observatory have sounded the alarm on an incoming celestial body. Despite official space agency statements claiming the object will pass harmlessly, independent experts suggest a total direct impact is inevitable by next Tuesday. Stock up on supplies immediately before markets close.",1
129,Senate Passes Landmark Infrastructure Bill with Bipartisan Support - ID 129,Reporter 26,"In an electric performance, Lionel Messi scored twice and assisted a third goal to lead Inter Miami to victory. The match, which drew a record crowd of seventy thousand fans, marks the club's first major trophy since the restructuring of its tactical staff last winter.",0
130,Senate Passes Landmark Infrastructure Bill with Bipartisan Support - ID 130,Reporter 13,"The World Health Organization has officially cleared a breakthrough malaria vaccine for pediatric use. After successful Phase III clinical trials involving over ten thousand children, the vaccine proved to be 78% effective at preventing severe infections. Health ministers across sub-Saharan Africa welcomed the announcement.",0
131,WHO Approves New Malaria Vaccine for Distribution in Africa - ID 131,Reporter 7,"In a major legislative victory, the Senate has passed a sweeping infrastructure bill yesterday. The legislation, which was approved with a 68-32 bipartisan vote, earmarks billions of dollars for highway improvements, clean water initiatives, and high-speed broadband expansion. 'This is a historic investment in our nation's future,' the President remarked during a press conference.",0
132,Microsoft Announces Partnership to Enhance Cyber Defense Infrastructure - ID 132,Reporter 23,Apple Inc. announced its latest silicon chips today during a keynote event at Cupertino. The new M4 Pro architecture features dedicated hardware accelerators for large language models. Experts note this move places Apple at the forefront of local machine-learning computation on personal computers. Shipments are expected to begin early next month.,0
133,Newly Discovered Document Proves Shakespeare Was Actually a Time Traveler - ID 133,Anonymous Source,"A shocking new report circulating on social media claims that recent shifts in storm patterns were fully artificial. Analysts claim that weather-altering lasers mounted on communication arrays were activated during the primary elections. While official spokesmen denied the claims, local online activists say they have raw frequency logs.",1
134,Microsoft Announces Partnership to Enhance Cyber Defense Infrastructure - ID 134,Reporter 27,"In a major legislative victory, the Senate has passed a sweeping infrastructure bill yesterday. The legislation, which was approved with a 68-32 bipartisan vote, earmarks billions of dollars for highway improvements, clean water initiatives, and high-speed broadband expansion. 'This is a historic investment in our nation's future,' the President remarked during a press conference.",0
135,BREAKING: Area 51 Opens Gates to Public Following Unprecedented Hack - ID 135,Anonymous Source,A controversial study published on a wellness blog claims that popular green vegetables contain hidden chemicals designed to disrupt human cells. The author advises readers to swap fresh green vegetables for synthetic nutrient pills manufactured by his company. State regulators have filed a warning against these claims.,1
136,Leaked Audio: Famous Actor Admits to Being a Hologram Controlled by AI - ID 136,Anonymous Source,"A leaked intelligence document reveals a massive operation involving underground facilities. According to anonymous sources within the department, scientists have successfully integrated foreign genetic material into local crop cycles. Critics claim the media is keeping quiet to avoid global panic, but whistleblowers suggest the experiment has been running since 1998.",1
137,Senate Passes Landmark Infrastructure Bill with Bipartisan Support - ID 137,Reporter 7,"Federal Reserve Chairman Jerome Powell announced that the central bank will maintain its benchmark interest rate at current levels. Citing stable job growth and CPI numbers indicating cooling inflation, Powell advised that rate cuts remain on the table later this year depending on incoming economic data.",0
138,Secret Deal: Tech Giant CEO to Buy Small European Country to Host Private Servers - ID 138,Anonymous Source,"Astronomers at a private observatory have sounded the alarm on an incoming celestial body. Despite official space agency statements claiming the object will pass harmlessly, independent experts suggest a total direct impact is inevitable by next Tuesday. Stock up on supplies immediately before markets close.",1
139,Microsoft Announces Partnership to Enhance Cyber Defense Infrastructure - ID 139,Reporter 12,"The World Health Organization has officially cleared a breakthrough malaria vaccine for pediatric use. After successful Phase III clinical trials involving over ten thousand children, the vaccine proved to be 78% effective at preventing severe infections. Health ministers across sub-Saharan Africa welcomed the announcement.",0
140,Scientists Reveal: Water on Mars Actually Tastes Like Lemon Juice - ID 140,Anonymous Source,"A shocking new report circulating on social media claims that recent shifts in storm patterns were fully artificial. Analysts claim that weather-altering lasers mounted on communication arrays were activated during the primary elections. While official spokesmen denied the claims, local online activists say they have raw frequency logs.",1
141,Lionel Messi Leads Inter Miami to Historical League Victory - ID 141,Reporter 20,"In an electric performance, Lionel Messi scored twice and assisted a third goal to lead Inter Miami to victory. The match, which drew a record crowd of seventy thousand fans, marks the club's first major trophy since the restructuring of its tactical staff last winter.",0
142,Newly Discovered Document Proves Shakespeare Was Actually a Time Traveler - ID 142,Anonymous Source,"Astronomers at a private observatory have sounded the alarm on an incoming celestial body. Despite official space agency statements claiming the object will pass harmlessly, independent experts suggest a total direct impact is inevitable by next Tuesday. Stock up on supplies immediately before markets close.",1
143,PROOF: Government Uses Weather Satellites to Control Local Election Results - ID 143,Anonymous Source,"In a shocking development, leaked emails suggest a tech billionaire is currently negotiating the purchase of sovereign land in the Mediterranean. The reports claim he plans to establish a private zone free from data privacy regulations. Officials have not commented on the authenticity of the emails.",1
144,Scientists Reveal: Water on Mars Actually Tastes Like Lemon Juice - ID 144,Anonymous Source,"A leaked intelligence document reveals a massive operation involving underground facilities. According to anonymous sources within the department, scientists have successfully integrated foreign genetic material into local crop cycles. Critics claim the media is keeping quiet to avoid global panic, but whistleblowers suggest the experiment has been running since 1998.",1
145,PROOF: Government Uses Weather Satellites to Control Local Election Results - ID 145,Anonymous Source,"Astronomers at a private observatory have sounded the alarm on an incoming celestial body. Despite official space agency statements claiming the object will pass harmlessly, independent experts suggest a total direct impact is inevitable by next Tuesday. Stock up on supplies immediately before markets close.",1
146,Federal Reserve Keeps Interest Rates Steady Amid Cooling Inflation - ID 146,Reporter 22,"In a major legislative victory, the Senate has passed a sweeping infrastructure bill yesterday. The legislation, which was approved with a 68-32 bipartisan vote, earmarks billions of dollars for highway improvements, clean water initiatives, and high-speed broadband expansion. 'This is a historic investment in our nation's future,' the President remarked during a press conference.",0
147,Leaked Audio: Famous Actor Admits to Being a Hologram Controlled by AI - ID 147,Anonymous Source,"A shocking new report circulating on social media claims that recent shifts in storm patterns were fully artificial. Analysts claim that weather-altering lasers mounted on communication arrays were activated during the primary elections. While official spokesmen denied the claims, local online activists say they have raw frequency logs.",1
148,PROOF: Government Uses Weather Satellites to Control Local Election Results - ID 148,Anonymous Source,"A leaked intelligence document reveals a massive operation involving underground facilities. According to anonymous sources within the department, scientists have successfully integrated foreign genetic material into local crop cycles. Critics claim the media is keeping quiet to avoid global panic, but whistleblowers suggest the experiment has been running since 1998.",1
149,Leaked Audio: Famous Actor Admits to Being a Hologram Controlled by AI - ID 149,Anonymous Source,"In a shocking development, leaked emails suggest a tech billionaire is currently negotiating the purchase of sovereign land in the Mediterranean. The reports claim he plans to establish a private zone free from data privacy regulations. Officials have not commented on the authenticity of the emails.",1
150,PROOF: Government Uses Weather Satellites to Control Local Election Results - ID 150,Anonymous Source,A controversial study published on a wellness blog claims that popular green vegetables contain hidden chemicals designed to disrupt human cells. The author advises readers to swap fresh green vegetables for synthetic nutrient pills manufactured by his company. State regulators have filed a warning against these claims.,1
151,Lionel Messi Leads Inter Miami to Historical League Victory - ID 151,Reporter 29,"Federal Reserve Chairman Jerome Powell announced that the central bank will maintain its benchmark interest rate at current levels. Citing stable job growth and CPI numbers indicating cooling inflation, Powell advised that rate cuts remain on the table later this year depending on incoming economic data.",0
152,NASA Confirms Giant Asteroid Will Wipe Out Earth Next Tuesday (NASA Tries to Hide It!) - ID 152,Anonymous Source,"A leaked intelligence document reveals a massive operation involving underground facilities. According to anonymous sources within the department, scientists have successfully integrated foreign genetic material into local crop cycles. Critics claim the media is keeping quiet to avoid global panic, but whistleblowers suggest the experiment has been running since 1998.",1
153,Scientists Reveal: Water on Mars Actually Tastes Like Lemon Juice - ID 153,Anonymous Source,A controversial study published on a wellness blog claims that popular green vegetables contain hidden chemicals designed to disrupt human cells. The author advises readers to swap fresh green vegetables for synthetic nutrient pills manufactured by his company. State regulators have filed a warning against these claims.,1
154,Retail Sales Rise Unexpectedly in May Indicating Strong Economy - ID 154,Reporter 3,"The World Health Organization has officially cleared a breakthrough malaria vaccine for pediatric use. After successful Phase III clinical trials involving over ten thousand children, the vaccine proved to be 78% effective at preventing severe infections. Health ministers across sub-Saharan Africa welcomed the announcement.",0
155,Newly Discovered Document Proves Shakespeare Was Actually a Time Traveler - ID 155,Anonymous Source,"A leaked intelligence document reveals a massive operation involving underground facilities. According to anonymous sources within the department, scientists have successfully integrated foreign genetic material into local crop cycles. Critics claim the media is keeping quiet to avoid global panic, but whistleblowers suggest the experiment has been running since 1998.",1
156,Secret Deal: Tech Giant CEO to Buy Small European Country to Host Private Servers - ID 156,Anonymous Source,"A leaked intelligence document reveals a massive operation involving underground facilities. According to anonymous sources within the department, scientists have successfully integrated foreign genetic material into local crop cycles. Critics claim the media is keeping quiet to avoid global panic, but whistleblowers suggest the experiment has been running since 1998.",1
157,Retail Sales Rise Unexpectedly in May Indicating Strong Economy - ID 157,Reporter 13,"In a major legislative victory, the Senate has passed a sweeping infrastructure bill yesterday. The legislation, which was approved with a 68-32 bipartisan vote, earmarks billions of dollars for highway improvements, clean water initiatives, and high-speed broadband expansion. 'This is a historic investment in our nation's future,' the President remarked during a press conference.",0
158,Microsoft Announces Partnership to Enhance Cyber Defense Infrastructure - ID 158,Reporter 30,"The World Health Organization has officially cleared a breakthrough malaria vaccine for pediatric use. After successful Phase III clinical trials involving over ten thousand children, the vaccine proved to be 78% effective at preventing severe infections. Health ministers across sub-Saharan Africa welcomed the announcement.",0
159,BREAKING: Area 51 Opens Gates to Public Following Unprecedented Hack - ID 159,Anonymous Source,"A shocking new report circulating on social media claims that recent shifts in storm patterns were fully artificial. Analysts claim that weather-altering lasers mounted on communication arrays were activated during the primary elections. While official spokesmen denied the claims, local online activists say they have raw frequency logs.",1
160,Senate Passes Landmark Infrastructure Bill with Bipartisan Support - ID 160,Reporter 25,Apple Inc. announced its latest silicon chips today during a keynote event at Cupertino. The new M4 Pro architecture features dedicated hardware accelerators for large language models. Experts note this move places Apple at the forefront of local machine-learning computation on personal computers. Shipments are expected to begin early next month.,0
161,BREAKING: Area 51 Opens Gates to Public Following Unprecedented Hack - ID 161,Anonymous Source,"A shocking new report circulating on social media claims that recent shifts in storm patterns were fully artificial. Analysts claim that weather-altering lasers mounted on communication arrays were activated during the primary elections. While official spokesmen denied the claims, local online activists say they have raw frequency logs.",1
162,ALERT: Major Banks to Wipe Out All Customer Balances by Midnight - ID 162,Anonymous Source,"In a shocking development, leaked emails suggest a tech billionaire is currently negotiating the purchase of sovereign land in the Mediterranean. The reports claim he plans to establish a private zone free from data privacy regulations. Officials have not commented on the authenticity of the emails.",1
163,Japan Launches Next-Generation Satellite to Track Climate Change Impacts - ID 163,Reporter 20,"Federal Reserve Chairman Jerome Powell announced that the central bank will maintain its benchmark interest rate at current levels. Citing stable job growth and CPI numbers indicating cooling inflation, Powell advised that rate cuts remain on the table later this year depending on incoming economic data.",0
164,Secret Deal: Tech Giant CEO to Buy Small European Country to Host Private Servers - ID 164,Anonymous Source,"A shocking new report circulating on social media claims that recent shifts in storm patterns were fully artificial. Analysts claim that weather-altering lasers mounted on communication arrays were activated during the primary elections. While official spokesmen denied the claims, local online activists say they have raw frequency logs.",1
165,Newly Discovered Document Proves Shakespeare Was Actually a Time Traveler - ID 165,Anonymous Source,A controversial study published on a wellness blog claims that popular green vegetables contain hidden chemicals designed to disrupt human cells. The author advises readers to swap fresh green vegetables for synthetic nutrient pills manufactured by his company. State regulators have filed a warning against these claims.,1
166,Scientists Reveal: Water on Mars Actually Tastes Like Lemon Juice - ID 166,Anonymous Source,"A shocking new report circulating on social media claims that recent shifts in storm patterns were fully artificial. Analysts claim that weather-altering lasers mounted on communication arrays were activated during the primary elections. While official spokesmen denied the claims, local online activists say they have raw frequency logs.",1
167,NASA's Artemis III Mission Announces Astronaut Crew for Moon Landing - ID 167,Reporter 19,"In an electric performance, Lionel Messi scored twice and assisted a third goal to lead Inter Miami to victory. The match, which drew a record crowd of seventy thousand fans, marks the club's first major trophy since the restructuring of its tactical staff last winter.",0
168,Secret Deal: Tech Giant CEO to Buy Small European Country to Host Private Servers - ID 168,Anonymous Source,"In a shocking development, leaked emails suggest a tech billionaire is currently negotiating the purchase of sovereign land in the Mediterranean. The reports claim he plans to establish a private zone free from data privacy regulations. Officials have not commented on the authenticity of the emails.",1
169,WHO Approves New Malaria Vaccine for Distribution in Africa - ID 169,Reporter 13,Apple Inc. announced its latest silicon chips today during a keynote event at Cupertino. The new M4 Pro architecture features dedicated hardware accelerators for large language models. Experts note this move places Apple at the forefront of local machine-learning computation on personal computers. Shipments are expected to begin early next month.,0
170,Global Summit Agrees on New Carbon Emission Reduction Targets - ID 170,Reporter 24,"The World Health Organization has officially cleared a breakthrough malaria vaccine for pediatric use. After successful Phase III clinical trials involving over ten thousand children, the vaccine proved to be 78% effective at preventing severe infections. Health ministers across sub-Saharan Africa welcomed the announcement.",0
171,Secret Deal: Tech Giant CEO to Buy Small European Country to Host Private Servers - ID 171,Anonymous Source,"Astronomers at a private observatory have sounded the alarm on an incoming celestial body. Despite official space agency statements claiming the object will pass harmlessly, independent experts suggest a total direct impact is inevitable by next Tuesday. Stock up on supplies immediately before markets close.",1
172,Newly Discovered Document Proves Shakespeare Was Actually a Time Traveler - ID 172,Anonymous Source,"In a shocking development, leaked emails suggest a tech billionaire is currently negotiating the purchase of sovereign land in the Mediterranean. The reports claim he plans to establish a private zone free from data privacy regulations. Officials have not commented on the authenticity of the emails.",1
173,Apple Unveils M4 Pro Chips with Next-Generation AI Engines - ID 173,Reporter 25,"In an electric performance, Lionel Messi scored twice and assisted a third goal to lead Inter Miami to victory. The match, which drew a record crowd of seventy thousand fans, marks the club's first major trophy since the restructuring of its tactical staff last winter.",0
174,Scientists Reveal: Water on Mars Actually Tastes Like Lemon Juice - ID 174,Anonymous Source,"Astronomers at a private observatory have sounded the alarm on an incoming celestial body. Despite official space agency statements claiming the object will pass harmlessly, independent experts suggest a total direct impact is inevitable by next Tuesday. Stock up on supplies immediately before markets close.",1
175,Apple Unveils M4 Pro Chips with Next-Generation AI Engines - ID 175,Reporter 18,Apple Inc. announced its latest silicon chips today during a keynote event at Cupertino. The new M4 Pro architecture features dedicated hardware accelerators for large language models. Experts note this move places Apple at the forefront of local machine-learning computation on personal computers. Shipments are expected to begin early next month.,0
176,Leaked Audio: Famous Actor Admits to Being a Hologram Controlled by AI - ID 176,Anonymous Source,"In a shocking development, leaked emails suggest a tech billionaire is currently negotiating the purchase of sovereign land in the Mediterranean. The reports claim he plans to establish a private zone free from data privacy regulations. Officials have not commented on the authenticity of the emails.",1
177,NASA's Artemis III Mission Announces Astronaut Crew for Moon Landing - ID 177,Reporter 10,Apple Inc. announced its latest silicon chips today during a keynote event at Cupertino. The new M4 Pro architecture features dedicated hardware accelerators for large language models. Experts note this move places Apple at the forefront of local machine-learning computation on personal computers. Shipments are expected to begin early next month.,0
178,Lionel Messi Leads Inter Miami to Historical League Victory - ID 178,Reporter 11,Apple Inc. announced its latest silicon chips today during a keynote event at Cupertino. The new M4 Pro architecture features dedicated hardware accelerators for large language models. Experts note this move places Apple at the forefront of local machine-learning computation on personal computers. Shipments are expected to begin early next month.,0
179,Federal Reserve Keeps Interest Rates Steady Amid Cooling Inflation - ID 179,Reporter 14,"In an electric performance, Lionel Messi scored twice and assisted a third goal to lead Inter Miami to victory. The match, which drew a record crowd of seventy thousand fans, marks the club's first major trophy since the restructuring of its tactical staff last winter.",0
180,Japan Launches Next-Generation Satellite to Track Climate Change Impacts - ID 180,Reporter 29,"Federal Reserve Chairman Jerome Powell announced that the central bank will maintain its benchmark interest rate at current levels. Citing stable job growth and CPI numbers indicating cooling inflation, Powell advised that rate cuts remain on the table later this year depending on incoming economic data.",0
181,WHO Approves New Malaria Vaccine for Distribution in Africa - ID 181,Reporter 17,"Federal Reserve Chairman Jerome Powell announced that the central bank will maintain its benchmark interest rate at current levels. Citing stable job growth and CPI numbers indicating cooling inflation, Powell advised that rate cuts remain on the table later this year depending on incoming economic data.",0
182,PROOF: Government Uses Weather Satellites to Control Local Election Results - ID 182,Anonymous Source,"In a shocking development, leaked emails suggest a tech billionaire is currently negotiating the purchase of sovereign land in the Mediterranean. The reports claim he plans to establish a private zone free from data privacy regulations. Officials have not commented on the authenticity of the emails.",1
183,Apple Unveils M4 Pro Chips with Next-Generation AI Engines - ID 183,Reporter 16,"Federal Reserve Chairman Jerome Powell announced that the central bank will maintain its benchmark interest rate at current levels. Citing stable job growth and CPI numbers indicating cooling inflation, Powell advised that rate cuts remain on the table later this year depending on incoming economic data.",0
184,Lionel Messi Leads Inter Miami to Historical League Victory - ID 184,Reporter 15,"Federal Reserve Chairman Jerome Powell announced that the central bank will maintain its benchmark interest rate at current levels. Citing stable job growth and CPI numbers indicating cooling inflation, Powell advised that rate cuts remain on the table later this year depending on incoming economic data.",0
185,Doctors Warn: Eating Broccoli Could Turn Your Immune System Against You - ID 185,Anonymous Source,"Astronomers at a private observatory have sounded the alarm on an incoming celestial body. Despite official space agency statements claiming the object will pass harmlessly, independent experts suggest a total direct impact is inevitable by next Tuesday. Stock up on supplies immediately before markets close.",1
186,Federal Reserve Keeps Interest Rates Steady Amid Cooling Inflation - ID 186,Reporter 3,"In an electric performance, Lionel Messi scored twice and assisted a third goal to lead Inter Miami to victory. The match, which drew a record crowd of seventy thousand fans, marks the club's first major trophy since the restructuring of its tactical staff last winter.",0
187,Federal Reserve Keeps Interest Rates Steady Amid Cooling Inflation - ID 187,Reporter 8,"In a major legislative victory, the Senate has passed a sweeping infrastructure bill yesterday. The legislation, which was approved with a 68-32 bipartisan vote, earmarks billions of dollars for highway improvements, clean water initiatives, and high-speed broadband expansion. 'This is a historic investment in our nation's future,' the President remarked during a press conference.",0
